title,mapped_industry,position_level
Kierowca ciężarówki CE - transport szkła,Logistics & Supply Chain,"[""manual worker""]"
Kierowca ciężarówki kat. C+E przewóz piskląt jednodniowych,Logistics & Supply Chain,"[""manual worker""]"
Kierowca ciężarówki kategoria C+E trasy krajowe,Logistics & Supply Chain,"[""manual worker""]"
Kierowca ciężarówki (m/k/d),Logistics & Supply Chain,"[""manual worker""]"
Kierowca ciężarówki w transporcie krajowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca ciężarówki w transporcie międzynarodowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca ciężarówki zawodowy (m/f/d) ADAC,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/czyni Międzynarodowy C+E,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca do 3,5 tony (k/m)",Logistics & Supply Chain,"[""manual worker""]"
kierowca dostaw kat B do sklepów z odzieżą używaną,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - dostawca B2B Hurtownia Spożywcza,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Dostawca,Marketing & Creative,"[""manual worker""]"
Kierowca - Dostawca (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Dostawca (k/m),Marketing & Creative,"[""manual worker""]"
Kierowca - Dostawca kat. B – dostawy towarów do domu klienta (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Dostawca kat. B – dostawy towarów do domu klienta (m/k),Logistics & Supply Chain,"[""manual worker""]"
Kierowca Dostawca kat. B (K/M/N),Logistics & Supply Chain,"[""manual worker""]"
Kierowca - dostawca kat. B,Logistics & Supply Chain,"[""manual worker""]"
Kierowca Dostawca kat. B,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - dostawca leków,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - dostawca pizzy/dań,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Dostawca produktów spożywczych (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca - dostawca produktów spożywczych k/m,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - dostawca produktów spożywczych (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / dostawca produktów spożywczych (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Dostawca,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Dostawca z kat. B i/ lub C (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Dostawca z kat. C (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Handlowiec / Kierowczyni - Handlowczyni,Logistics & Supply Chain,"[""manual worker""]"
Kierowca iTaxi (k/m/n),Logistics & Supply Chain,"[""manual worker""]"
Kierowca (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca karawanu,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B + E,Marketing & Creative,"[""manual worker""]"
Kierowca kat. B,Logistics & Supply Chain,"[""manual worker""]"
Kierowca - Kat B - Aplikacje,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B / C – Pomoc Drogowa,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B do transportu i rozładunku K/M,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B / Dostawca K/M,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - dostawca zakupów,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - Dostawca zakupów spożywczych (M/K),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat B - Dystrybucja,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B – dystrybucja świeżych owoców i warzyw (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B i C (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B i/lub C (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B i/lub C. (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca Kat B. (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - Kierowca Taxi,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca kat B kurier - dostawa przesyłek paletowych, zaopatrzenie",Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - Kurier Gls na Saską Kępę,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B lub C - darmowe uprawnienia na zawodowego kierowcę kat. D,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - Magazynier,Marketing & Creative,"[""manual worker""]"
Kierowca kat. B / Magazynier (K/M),Marketing & Creative,"[""manual worker""]"
Kierowca kat. B - Magazynier,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - praca dla studenta,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B (Praca sezonowa),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - Pracownik produkcji,Marketing & Creative,"[""manual worker""]"
Kierowca kat. B - przewóz osób na trasach Polska-Niemcy (m/k),Logistics & Supply Chain,"[""manual worker""]"
"Kierowca kat. B (samochody dostawcze do 3,5 t)",Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B – sprzedaż cateringu (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - sprzedaż cateringu (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. B - system poniedziałek-piątek (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat B - VIP na terenie Polski i Niemiec (k/m),Logistics & Supply Chain,"[""specialist""]"
Kierowca kat. B – zaopatrzeniowiec (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E- branża eventowa (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E/C (k/m) chłodnie / Водитель категории C+E/C (ж/м) рефрижераторы,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E Chłodnia,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E (K/M),Logistics & Supply Chain,"[""specialist""]"
Kierowca kat. C+E - Ładowacz (M/K),Logistics & Supply Chain,"[""manual worker""]"
"Kierowca kat. C+E - nocna linia, pn-pt",Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E - Operator koparki,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca KAT. C+E, Operator Wozidła",Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E - Osoba Kierująca Pojazdem Ciężarowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E – praca na ciągniku terminalowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E transport międzynarodowy,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E – transport międzynarodowy (chłodnia) (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E w ruchu międzynarodowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E w Ruchu Międzynarodowym (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat C+E w ruchy krajowym PL Wywrotka/Plandeka (m/k),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C+E w transporcie międzynarodowym (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca Kat. C + E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C auta WUKO,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca kat. C, C+E / Serwisant",Skilled Trades,"[""manual worker""]"
Kierowca kat. C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C do 12T DMC w ruchu międzynarodowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C - Dostawca,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C - dystrybucja Olsztyn,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca Kat.C (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C (K/M),Skilled Trades,"[""manual worker""]"
Kierowca kat. C (k/m/n),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C - Ładowacz (M/K),Marketing & Creative,"[""manual worker""]"
Kierowca kat. C lub B (m/k/x),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C lub C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C (m/k),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C na lotnisku Chopina (M/K/N),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C - praca z elementami prac magazynowych - K/M,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C - samochód czteroosiowy - może być emeryt,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C – transport krajowy,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C z uprawnieniami UDT (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. C - Zaopatrzeniowiec - Dystrybucja,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca kat. CE (k/m), (1-3 dniowe trasy)",Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. CE (k/m) - trasy mieszane,Logistics & Supply Chain,"[""manual worker""]"
Kierowca Kat. CE - Kontenery Morskie,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. D autobus,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. D (k/m) - przewozy pracownicze,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kat. D,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kategoria C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca kategorii B na busa,Logistics & Supply Chain,"[""specialist""]"
Kierowca kategorii C (K/M),Logistics & Supply Chain,"[""manual worker""]"
Kierowca kategorii C (k/m),Logistics & Supply Chain,"[""manual worker""]"
Kierowca Kategorii D,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni ADR,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni asenizacyjny/a B,Skilled Trades,"[""manual worker""]"
"Kierowca / Kierowczyni asenizacyjny/a C, C+E",Skilled Trades,"[""manual worker""]"
"Kierowca / Kierowczyni asenizacyjny/a C, C+E",Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni autobusu – darmowe szkolenie dla kierowców kat. B lub C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni autobusu,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni Autobusu kat. D,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni autobusu (kat. D),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni autobusu (kat. D),Logistics & Supply Chain,"[""specialist""]"
Kierowca / Kierowczyni autobusu miejskiego / dofinansowanie kursu,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/ kierowczyni autobusu miejskiego,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni Autobusu (prawo jazdy kat. D),Logistics & Supply Chain,"[""specialist""]"
Kierowca / Kierowczyni Autobusu (prawo jazdy kat. D),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni Autobusu,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni autobusu - zasil szeregi MZA,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / kierowczyni betonowozu,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni C+E ADR,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni C+E ADR,Technical Sales & B2B,"[""manual worker""]"
Kierowca / Kierowczyni C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / kierowczyni C+E na cysterny spożywcze - transport krajowy i międzynarodowy,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni C+E - Ruchoma podłoga/wanna/HDS,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni C+E w ruchu międzynarodowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni C + E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni C lub CE - DINO AGRO dystrybucja,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni C lub CE - DINO AGRO dystrybucja,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/ Kierowczyni ciężarówki C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / kierowczyni ciężarówki C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni ciężarówki KAT.C lub C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni cysterny chemicznej w transporcie krajowym/lokalnym,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca / Kierowczyni do 3,5 tony",Marketing & Creative,"[""manual worker""]"
"Kierowca / Kierowczyni do 3,5 tony",Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni do transportu międzynarodowego kat C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni eventowy/a C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. B,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. B lub C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. B – Osoba obsługująca maszyny samosprzedające,Skilled Trades,"[""manual worker""]"
Kierowca/Kierowczyni kat. B. - osoba uzupełniająca maszyny samosprzedające,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/Kierowczyni kat. B. - osoba uzupełniająca maszyny samosprzedające (praca dodatkowa),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. B,Technical Sales & B2B,"[""manual worker""]"
Kierowca / Kierowczyni kat. C+E,Logistics & Supply Chain,"[""specialist""]"
Kierowca / kierowczyni kat. C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C+E (m/k),Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni kat. C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C+E – praca dla osób bez doświadczenia,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni Kat. C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C+E w transporcie krajowym,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/Kierowczyni kat. C + E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C + E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni KAT. C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C – Dystrybucja (Kurier),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C (Dystrybucja Mrożonek),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C E + HDS,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat.C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C (hurt. spożywcza),Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C i E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. C lub C+E - system 3/1,Skilled Trades,"[""manual worker""]"
kierowca/ kierowczyni kat. C - operator/ka betonomieszarki,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kat. D lub C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kategorii C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni kategorii C,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni / Kierowcy - Podwójna Obsada,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni lawety,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni - Magazynier / Magazynierka,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni - Magazynier / Magazynierka,Logistics & Supply Chain,"[""specialist""]"
Kierowca / kierowczyni międzynarodowy/a kat. C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/Kierowczyni międzynarodowy/a kat. C+E - Skoczek,Logistics & Supply Chain,"[""manual worker""]"
"Kierowca / Kierowczyni powyżej 3,5 tony",Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni - ruch krajowy C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca / Kierowczyni samochodu ciężarowego C+E,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni samochodu ciężarowego CE (kraj) - bez weekendów,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni Samochodu Ciężarowego CE,Logistics & Supply Chain,"[""manual worker""]"
Kierowca/kierowczyni Samochodu Ciężarowego CE – System dostosowany do kierowców/kierowczyń,Logistics & Supply Chain,"[""manual worker""]"
